Land,Loop,Loop Total Length,Loop Notes,Track No.,Track,Track Artist,Album,Loop Track Length,Track Notes,Album Track Number,Album Disc Number,Album Label,Dates,Holiday/Special Event
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],00:51:03,"This loop played during the exhibition of “The Colors of Mary Blair” at the Disney Gallery. See MouseBits, https://mousebits.com/smf/index.php?topic=6428.msg51990#msg51990 (2011).",1,Walt Disney Welcome,Walt Disney,Walt Disney and the 1964 World's Fair,9:14.009,Next track fades in during last 3.566 seconds of silence,3,3,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,2,A Dream is a Wish Your Heart Makes,,Cinderella OST,3:11.129,"Edited to include 1:22 to end; fades in at 1:21:540, next track overplays last 1.225 seconds of silence",2,1,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,3,Lavender Blue (Dilly Dilly),,"Walt Disney Records Archive Collection, Vol. 1",2:26.804,next track overplays last 3.647 seconds of silence,17,,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,4,Fantasyland Darkride Suite,,A Musical History of Disneyland,2:25.715,"Fades in at 10:00:86, last 5:27.826 cut off or very fast fade out. Followed by 0.812 second of silence",9,3,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,5,Zip-A-Dee-Doo-Dah,,Classic Disney Vol. 1: 60 Years Of Music & Magic,2:04.580,"Original track 2:18:867, cuts in at 11:797, next track overplays in during last 2.829 seconds of silence",21,,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,6,Queue/Entrance Music,,Walt Disney and the 1964 World's Fair,3:03.973,Next track overplays last 3.566 seconds of silence,1,3,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,7,it's a small world (with vocals),,,6:00.719,"Note from RocketRodsXPR: Paris underscore. Comes close to a version on Une Journee A Disneyland Paris, but only with a lot of editing (and mixing with portions of ""Fantasyland - It's a Small World (AllVoices).mp3"" which is/was available on a torrent here). It's doubtful Disney did as much work on this, so most likely there's an arrangement from a DLP release out there that I just don't happen to have in my collection.",,,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,8,No Longer an Elephant/Dumbo's Sadness/A Visit in the Night/Baby Mine,,Dumbo OST,2:09.432,"Original track 3:37:603, cuts in at 1:25:200, next track overplays last 4.678 seconds of sustain/silence",9,1,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,9,Main Title (The Second Start To The Right)/All This Has Happened Before,,Peter Pan OST,1:45.260,"Original track 2:20:383, cuts in at 31.862, next track overplays last 1.873 seconds of silence",1,1,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,10,Fantasyland Darkride Suite,,A Musical History of Disneyland,1:11.072,"Original track 17:54:091, cuts in at 15:23:073, last 1:21:176 cut off or very fast fade out",9,3,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,11,Main Title (Bella Notte)/The Wag of a Dog's Tail,,Lady and the Tramp OST,2:04.840,"Original track 2:03.500, next track overplays silence",1,1,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,12,The Three Caballeros,,,2:06.994,This is the song with vocals,,,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,13,Main Title,,Alice in Wonderland OST,2:32.314,"Original track 2:34:906, played in its entirety",1,1,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,14,it’s a small world,,Walt Disney and the 1964 World's Fair,1:52.6664,"Original track 21:24:547, and has a lot of edits. This arrangement uses first 32.479 seconds of the intro, then jumps to 51.337 seconds from the end. At 32.609 seconds from the original end, loops back to the 51.337 second mark for a second time through... then plays through the remainder of the track. Next track overplays final 3 seconds of silence. If you REALLY want an accurate version of the loop, replace the first three notes of the fade in with a matching portion that includes lyrics. During that initial fade-in, you can hear ""It's a w--"" of the verse before it cuts to a fully instrumental version.)",10,3,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,15,Main Title,,Cinderella OST,1:38.143,"Original track 2:51:656, last 1:13:258 cut off or fast fade out",1,1,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,16,Where Did I Put That Thing/Bibbidi-Bobbidi-Boo,,Cinderella OST,0:51.264,"Original track 4:47:760, cuts in at 36.948 last 3:18.544 cut off. Next track overplays last 0.121 seconds of silence",7,1,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,17,Fantasyland Darkride Suite,,A Musical History of Disneyland,1:04.238,"Original track 17:54:091, cuts in at 3:46:526:073, last 11:08:666 cut off or very fast fade out",9,3,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,18,You Can Fly! You Can Fly! You Can Fly!,,Peter Pan,1:54.834,Chorus,,,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,19,Saludos Amigos,,,1:39.553,Uses either a female or mixed chorus,,,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Disney Gallery: The Colors of Mary Blair [REF],,,20,World of Color,,Walt Disney’s Wonderful World of Color,1:45.197,This is the same extended arrangement played at the DCA Blue Sky Cellar.,,,,"May 13, 2011 → November 1, 2011",
Main Street U.S.A.,Opera House Lobby [INC],Unknown,The current staging area for Great Moments with Mr. Lincoln has a light instrumental that plays before the pre-show that appears to be unreleased.,1,Unknown,,,,,,,,,
Main Street U.S.A.,Plaza Inn Exterior [INC],Unknown,"This loop played in the outdoor patio area outside the Plaza Inn dining rooms. This loop was shared by the Plaza Inn and Crystal Palace (1983-1992) and was created for Tokyo Disneyland’s Adventureland Tokyo Palace. This track listing came from the original ""Treasures of Fantasy"" box set (1996, DMW934), the booklet with the blue cover, page 9. See MouseBits, https://mousebits.com/smf/index.php?topic=7973.msg73536#msg73536 (2013).",1,18th Century Drawing Room,The Golden Strings Orchestra,,,,,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,Plaza Inn Exterior [INC],,,2,Boccherini Minuet,,,,"No reference recording exists, but it is possible that this is Boccherini’s String Quintet in E op 13",,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,Plaza Inn Exterior [INC],,,3,Lullaby of the Leaves,,,,,,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,Plaza Inn Exterior [INC],,,4,Dotted Swiss Polka,,,,,,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,Plaza Inn Exterior [INC],,,5,Disney Medley,,,,,,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,Plaza Inn Exterior [INC],,,6,South Medley,,,,,,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,Plaza Inn Exterior [INC],,,7,Porgy & Bess Medley,Frank Chacksfield & His Orchestra,,,,,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,Plaza Inn Exterior [INC],,,8,My Ship,,,,"No reference recording exists, but it is possible that this was recorded by Moulton Gould and His Orchestra",,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,Plaza Inn Exterior [INC],,,9,Minuet in G (electric piano only),,,,,,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,Plaza Inn Exterior [INC],,,10,Scarlet Ribbons,,,,,,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,Plaza Inn Exterior [INC],,,11,French Medley,,,,,,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,Plaza Inn Exterior [INC],,,12,Love is Blue,The Golden Strings Orchestra,,,,,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,Plaza Inn Exterior [INC],,,13,Say It with Disney Music Medley,,,,,,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,Plaza Inn Exterior [INC],,,14,Fiddler on the Roof Medley,The Golden Strings Orchestra,,,,,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,Plaza Inn Exterior [INC],,,15,Finian's Rainbow Medley,,,,"No reference recording exists, but it is possible that this was recorded by the Richard Hyman Orchestra",,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,Plaza Inn Exterior [INC],,,16,Dancing on the Ceiling (electric piano only),,,,,,,,"January 1, 1983 → January 1, 1992",
Main Street U.S.A.,DCA Preview Center,Unknown,"No reference recording exists, but these tracks were remembered by MouseBits members as playing in the preview center in the Main Street Opera House. See MouseBits, https://mousebits.com/smf/index.php?topic=9016.msg86616#msg86616 (2015).",1,Hooray for Hollywood,Dorris Day,,,,,,,,
Main Street U.S.A.,DCA Preview Center,,,,City Of Angels,Red Hot Chili Peppers,,,,,,,,
Main Street U.S.A.,DCA Preview Center,,,,California Girls,The Beach Boys,,,,,,,,
Main Street U.S.A.,DCA Preview Center,,,,Surfing USA,The Beach Boys,,,,,,,,
Main Street U.S.A.,DCA Preview Center,,,,The Muppet Show Theme,,,,,,,,,
Main Street U.S.A.,Plaza Point Holiday Shoppe,~1:20:30,This shop opened in October 2021 in the previous location of the camera shop. The loop was noted in 2022 but is presumed to have played since opening. Compiled by https://www.youtube.com/watch?v=M0aGtEuqZUw.,1,"Gold und Silber, Op. 79: Waltz",Budapest Symphony Orchestra,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,2,The Merry Widow: Vilja Song,Budapest Philharmonic Orchestra,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,3,Heyken's Serenade No. 2,David Java And His Orchestra,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,4,Belle of the Ball,Schwanen Salon Orchestra,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,5,Berlin: Everbody's Doing It Now,I Salonisti,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,6,Destiny,Ian Whitcomb feat. The White Star Orchestra,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,7,Poco lento e grazioso in G flat major,Schwanen Salon Orchestra,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,8,III. Blumencorso,Schwanen Salon Orchestra,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,9,Fragrance,Anthony Godwin and The Palm Court Theatre Orchestra,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,10,Noce villageoise,I Salonisti,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,11,In the Shadows,Ian Whitcomb,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,12,Joplin: Elite Syncopations,I Salonisti,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,13,Liebesfreud,Schwanen Salon Orchestra,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,14,Lily of Laguna,Ian Whitcomb,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,15,Lincke: Lysistrata - Glühwürmchen-Idyll,I Salonisti,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,16,The Merry Widow Waltz,Ian Whitcomb,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,17,The Mosquito's Parade,Ian Whitcomb,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,18,"Leise, ganz leise klingt's durch den Raum",Schwanen Salon Orchestra,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,19,Silver Heels,Ian Whitcomb,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,20,That Mesmerizing Mendelssohn Tune,Ian Whitcomb,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,21,Sousa: El Capitán,I Salonisti,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,22,IV. Tarantella,Schwanen Salon Orchestra,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,23,Comic Cake Walk,I Salonisti,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,24,Petite Marche Viennoise,I Salonisti,,,,,,,"October 21, 2021",
Main Street U.S.A.,Plaza Point Holiday Shoppe,,,25,Die Libelle,Schwanen Salon Orchestra,,,,,,,"October 21, 2021",
Main Street U.S.A.,Disney Clothiers Ltd.,~01:01:21,"Based on a live recording by pixelated, the above playlist reflects what is used as background music inside Disney Clothiers at Disneyland. See Disney Parks Music Compendium, https://disney-parks-music-compendium.blogspot.com/2022/11/disney-clothiers-bgm.html and Mousebits, https://mousebits.com/smf/index.php?topic=9607.msg90724#msg90724. Not verified with source tracks; there may be edits. Also see Magic Music, https://community.magicmusic.net/threads/new-dl-emporium-music.963/#post-6369 which suggests the loop’s installation as ca. 2003.",1,Valse Concertant,Palm Court Orchestra,Salon Musik,00:01:48,,,,Fanfare,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,2,Bohemia Rag,John Arpin and Catherine Wilson,Rags to Riches,00:03:52,,,,Fanfare,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,3,Magnetic Rag,Itzhak Perlman and Andre Previn,Joplin: The Easy Winners and Other Rag-Time Music,00:04:43,,,,EMI,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,4,Old Vienna Soiree,Palm Court Orchestra,Salon Musik,00:02:06,,,,Fanfare,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,5,Tell Her at Twilight,Palm Court Theatre Orchestra,Down Peacock Alley,00:03:17,,,,Chandos,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,6,Melange Polka,Palm Court Orchestra,Salon Musik,00:03:01,,,,Fanfare,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,7,Contentment Rag,John Arpin,Champagne Rags: The Classic Piano Rags of Joseph Lamb,00:03:24,,,,Fanfare,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,8,Creme a L’Orange,Palm Court Orchestra,Salon Musik,00:03:08,,,,Fanfare,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,9,Sugar Cane,Itzhak Perlman and Andre Previn,Joplin: The Easy Winners and Other Rag-Time Music,00:03:37,,,,EMI,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,10,Elegy,Palm Court Orchestra,Salon Musik,00:03:19,,,,Fanfare,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,11,Poem,Palm Court Theatre Orchestra,Down Peacock Alley,00:04:14,,,,Chandos,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,12,Zum Tanztee Mit Alice,Palm Court Orchestra,Salon Musik,~00:02:15,This track is repeated in the loop.,,,Fanfare,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,13,Zum Tanztee Mit Alice,Palm Court Orchestra,Salon Musik,~00:02:15,,,,Fanfare,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,14,The Strenuous Life,Itzhak Perlman and Andre Previn,Joplin: The Easy Winners and Other Rag-Time Music,00:01:52,,,,EMI,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,15,Harmony Club Waltz,Jean-Pierre Rampal,Jean-Pierre Rampal Plays Scott Joplin,00:04:50,,,,CBS,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,16,Hotel Bristol,Palm Court Orchestra,Salon Musik,00:02:36,,,,Fanfare,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,17,American Beauty Rag,John Arpin,Champagne Rags: The Classic Piano Rags of Joseph Lamb,00:04:16,,,,Fanfare,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,18,Petite Ballerina,Palm Court Orchestra,Salon Musik,00:02:41,,,,Fanfare,,
Main Street U.S.A.,Disney Clothiers Ltd.,,,19,The Entertainer,Itzhak Perlman and Andre Previn,Joplin: The Easy Winners and Other Rag-Time Music,00:04:06,,,,EMI,,
Adventureland,Tiki Room Lanai v.3,Unknown,"The third, and current, installment of the Lanai loop was installed during the 2004-2005 refurbishment. This listing was compiled over on Magic Music back in 2009. See Magic Music: https://community.magicmusic.net/threads/tiki-room-lanai-music-dl.4222/ (2009). Also see MouseBits, https://mousebits.com/smf/index.php?topic=10842.msg98987#msg98987 (2022). ",1,Kiamana Hila,Jack de Mello,Steel Guitar Magic - Hawaiian Style,,,6,1,The Mountain Apple Company,"March 12, 2005",
Adventureland,Tiki Room Lanai v.3,,,2,Lovely Hula Hands,Jack de Mello,Steel Guitar Magic - Hawaiian Style,,,3,1,The Mountain Apple Company,"March 12, 2005",
Adventureland,Tiki Room Lanai v.3,,,3,Pearly Shells,Jack de Mello,Steel Guitar Magic - Hawaiian Style,,,2,1,The Mountain Apple Company,"March 12, 2005",
Adventureland,Tiki Room Lanai v.3,,,4,Mekakani Kaupo,Jack de Mello,Steel Guitar Magic - Hawaiian Style,,,10,1,The Mountain Apple Company,"March 12, 2005",
Adventureland,Tiki Room Lanai v.3,,,5,Maui Chimes,Jack de Mello,Steel Guitar Magic - Hawaiian Style,,,4,1,The Mountain Apple Company,"March 12, 2005",
Adventureland,Tiki Room Lanai v.3,,,6,Sophisticated Hula,Jack de Mello,Steel Guitar Magic - Hawaiian Style,,,14,1,The Mountain Apple Company,"March 12, 2005",
Adventureland,Tiki Room Lanai v.2,00:16:33,"Playlist based on a circulating track of unknown origin, likely a transfer from a reel-to-reel. According to DL Flight 295, this loop was installed when Dole took over sponsorship of the Enchanted Tiki Room in 1976 and played until the 2004 rehab. See Magic Music: https://community.magicmusic.net/threads/tiki-room-lanai-music-dl.4222/ (2009) and MouseBits: https://mousebits.com/smf/index.php?topic=9880.msg92928#msg92928 (2018). All tracks are unedited in the loop. This loop can be found as “Pre-Show Background Music” in the Disneyland Collection torrent. Also see MouseBits, https://mousebits.com/smf/index.php?topic=10842.msg98987#msg98987 (2022). ",1,Papio,The Royal Tahitians,Soft Sounds From The South Seas,,,,,Dot Records,,
Adventureland,Tiki Room Lanai v.2,,,2,Vana Vana,The Royal Tahitians,Soft Sounds From The South Seas,,,,,Dot Records,,
Adventureland,Tiki Room Lanai v.2,,,3,The Tears (Namida),Ohta San,Ohta San And His Ukulele,,,,,Decca,,
Adventureland,Tiki Room Lanai v.2,,,4,Awai Aulu Ke Aloha,Leo Addeo And His Orchestra,Songs Of Hawaii,,,,,RCA Camden,,
Adventureland,Tiki Room Lanai v.2,,,5,Moon Over Manakoora,Frank Chacksfield And His Orchestra,Hawaii,,,,,London Records,,
Adventureland,Tiki Room Lanai v.2,,,6,Maori Farewell Song,Frank Chacksfield And His Orchestra,Hawaii,,,,,London Records,,
Adventureland,Tiki Room Lanai v.1 [INC],01:20:30,"In 1963, Disneyland used a reel of Martin Denny exotica/tropical music in the garden show area. All of the Martin Denny group’s bird calls on the tracks were left intact and. Although the exact date is unclear, the music was changed to a slower set of tracks (v.2), potentially in the early 70s. Martin Denny himself has claimed to have heard his track “Lotus Land” playing. See Magic Music, https://community.magicmusic.net/threads/walt-disneys-enchanted-tiki-room.1146/#post-8084 (2003), https://community.magicmusic.net/threads/tiki-room-lanai-music-dl.4222/#post-30545 (2009), https://community.magicmusic.net/threads/frontierland-loop-question.3677/#post-25773 (2008). Also see MouseBits, https://mousebits.com/smf/index.php?topic=10842.msg98987#msg98987 (2022). ",,Lotus Land,Martin Denny,Exotica,,,,,,,
Adventureland,Indiana Jones Adventure Queue,00:31:04,This is the loop that plays in the exterior queue. A separate loop of generator noise also comes from a generator. See Magic Music: https://community.magicmusic.net/threads/disneyland-music-loops.17/#post-71 (2002); and https://disneymusicloops.tripod.com/dlr/dlr-adv-indyqueue.html. Also see MouseBits: https://mousebits.com/smf/index.php?topic=9401.msg98948#msg98948. The loop is set up like a radio program from 1939 with various news reports on Indiana Jones.,1,"(I've Got Spurs that) Jingle, Jangle, Jangle",Kay Kyser,,,,,,,"March 4, 1995",
Adventureland,Indiana Jones Adventure Queue,,,1.5,Radio news,,,,,,,,"March 4, 1995",
Adventureland,Indiana Jones Adventure Queue,,,2,In the Mood,Glenn Miller and his Orchestra,Hits of '39,,,,,,"March 4, 1995",
Adventureland,Indiana Jones Adventure Queue,,,3,There Goes That Song Again,Ginny Simms,,,,,,,"March 4, 1995",
Adventureland,Indiana Jones Adventure Queue,,,4,In a Little Spanish Town,Tommy Dorsey,,,,,,,"March 4, 1995",
Adventureland,Indiana Jones Adventure Queue,,,5,Let’s Dance,Benny Goodman,,,,,,,"March 4, 1995",
Adventureland,Indiana Jones Adventure Queue,,,5.5,Radio news,,,,,,,,"March 4, 1995",
Adventureland,Indiana Jones Adventure Queue,,,6,Indian Summer,Kay Kyser & Ginny Simms,Hits of '39,,,,,,"March 4, 1995",
Adventureland,Indiana Jones Adventure Queue,,,7,Harlem River Dance,Claude Hopkins,,,,,,,"March 4, 1995",
Adventureland,Indiana Jones Adventure Queue,,,8,Little Brown Jug,Glenn Miller and his Orchestra,,,,,,,"March 4, 1995",
Adventureland,Indiana Jones Adventure Queue,,,8.5,Radio News,,,,,,,,"March 4, 1995",
Adventureland,Indiana Jones Adventure Queue,,,9,In the Shade of the Old Apple Tree,Claude Hopkins,,,,,,,"March 4, 1995",
Adventureland,Indiana Jones Adventure Queue,,,10,Moonlight Serenade,Glenn Miller and his Orchestra,,,,,,,"March 4, 1995",
Adventureland,Tarzan's Treehouse,N/A,"This is not a loop that plays successively from one speaker, but rather a collection of different musical tracks that played from different segments of the treehouse as you walked through the attraction. See an interview with Tony Baxter on the attraction music: https://community.magicmusic.net/threads/tarzans-treehouse.160/#post-1162",1,Treehouse Entrance: Strangers Like Me,Andy Belling,Unreleased,,Partially available as part of the Tarzan Medley available on “A Musical History of Disneyland”. This also plays throughout the tree when not viewing a specific scene.,,,,"June 23, 1999 → September 3, 2021",
Adventureland,Tarzan's Treehouse,,,2,Sabor Encounter: Two Worlds v.1,,Tarzan OST,,"Instrumental, edited portion of “Two Worlds” from the movie OST",,,,"June 23, 1999 → September 3, 2021",
Adventureland,Tarzan's Treehouse,,,3,Tarzan’s Room: You’ll Be in My Heart v.1,,Tarzan OST,,Edited version of the movie soundtrack,,,,"June 23, 1999 → September 3, 2021",
Adventureland,Tarzan's Treehouse,,,4,Sketching Room: You’ll Be in My Heart v.2,Andy Belling,Unreleased,,Partially available as part of the Tarzan Medley available on “A Musical History of Disneyland”.,,,,"June 23, 1999 → September 3, 2021",
Adventureland,Tarzan's Treehouse,,,5,Descent: Son of Man,Andy Belling,Unreleased,,Partially available as part of the Tarzan Medley available on “A Musical History of Disneyland”.,,,,"June 23, 1999 → September 3, 2021",
Adventureland,Tarzan's Treehouse,,,6,Swisskapolka,,A Musical History of Disneyland,,"Edited to be a scratchy 78rpm and skip as it “plays” from an old phonograph. ",,,,"June 23, 1999 → September 3, 2021",
Adventureland,Tarzan's Treehouse,,,7,Base Camp: Trashin’ the Camp,,Tarzan OST,,"Instrumental, edited portion of the movie soundtrack",,,,"June 23, 1999 → September 3, 2021",
Adventureland,Aladdin's Oasis,Unknown,This loop was compiled during the “restaurant” phase of the Oasis. It consisted of several popular songs played with a sitar. See Magic Music: https://community.magicmusic.net/threads/disneyland-music-loops.17/page-3#post-266,1,Lawrence of Arabia,,Unreleased,,,,,,"July 2, 1993",
Adventureland,Aladdin's Oasis,,,2,Dueling Banjos,,Unreleased,,,,,,"July 2, 1993",
Adventureland,Aladdin's Oasis,,,3,Sweet Georgia Brown,,Unreleased,,,,,,"July 2, 1993",
Adventureland,Aladdin's Oasis,,,4,Norwegian Wood,,Unreleased,,,,,,"July 2, 1993",
Adventureland,Aladdin's Oasis,,,5,The Entertainer,,Unreleased,,,,,,"July 2, 1993",
Adventureland,Aladdin's Oasis,,,6,In The Mood,,Unreleased,,,,,,"July 2, 1993",
Adventureland,Aladdin's Oasis,,,7,Caravan,,Unreleased,,Incorrectly identified in original listing as “Surfin’ USA”,,,,"July 2, 1993",
Adventureland,Aladdin's Oasis,,,8,"New York, New York",,Unreleased,,,,,,"July 2, 1993",
Adventureland,Aladdin's Oasis,,,9,I Dream of Jeannie,,Unreleased,,,,,,"July 2, 1993",
Adventureland,Aladdin's Oasis,,,10,"Sing, Sing, Sing",,Unreleased,,,,,,"July 2, 1993",
Adventureland,Aladdin's Oasis,,,12,"Ob-La-Di, Ob-La-Da",,Unreleased,,,,,,"July 2, 1993",
Adventureland,Jungle Cruise Queue v.2,00:58:12.115,"This version of with the radio interference played from 1992 until 2020. In 2021, the music stayed the same, but the loop changed to include radio news from “Alberta Falls” (SEA member). See https://community.magicmusic.net/threads/magic-kingdom-jungle-cruise-bgm.16/#post-70 (a misnomer) and MouseBits: https://mousebits.com/smf/index.php?topic=9756.msg91954#msg91954. This playlist was compiled from a source recording. All of songs in the loop seemed to be EQed to reduce bass and treble significantly.",1,As Time Goes By,Adelaide Hall,We'll Meet Again: The Love Songs of World War II,,Begins with radio news chatter.,,,Smithsonian Records,"June 26, 1994",
Adventureland,Jungle Cruise Queue v.2,,,2,Moonglow,Benny Goodman and His Orchestra,After You've Gone (The Original Benny Goodman Trio And Quartet Sessions - Vol. 1),,Radio news plays after this track,,,Bluebird,"June 26, 1994",
Adventureland,Jungle Cruise Queue v.2,,,3,Sentimental Journey,The Merry Macs,We'll Meet Again: The Love Songs of World War II,,,,,Smithsonian Records,"June 26, 1994",
Adventureland,Jungle Cruise Queue v.2,,,4,Intermezzo,Glenn Miller Orchestra,We'll Meet Again: The Love Songs of World War II,,"Radio interference / jungle sounds play in the middle of this track, and also play directly after this track.",,,Smithsonian Records,"June 26, 1994",
Adventureland,Jungle Cruise Queue v.2,,,5,Deep Purple,"Martha Tilton, Benny Goodman and His Orchestra","Camel Caravan Broadcasts 1939, Vol. II",,,,,Phontastic,"June 26, 1994",
Adventureland,Jungle Cruise Queue v.2,,,6,Moon Over Burma,Dorothy Lamour,We'll Meet Again: The Love Songs of World War II,,Radio interference occurs during this track.,,,Smithsonian Records,"June 26, 1994",
Adventureland,Jungle Cruise Queue v.2,,,7,Flamingo,"Duke Ellington, Herb Jeffries",We'll Meet Again: The Love Songs of World War II,,Radio news is played directly after this track.,,,Smithsonian Records,"June 26, 1994",
Adventureland,Jungle Cruise Queue v.2,,,8,On a Slow Boat to China,Kay Kyser,Best Of The Big Bands,,,,,Columbia,"June 26, 1994",
Adventureland,Jungle Cruise Queue v.2,,,9,"Sing, Sing, Sing",Benny Goodman and His Orchestra,"Sing, Sing, Sing",,First drum hit is edited out. The two tracks were out of sync by approximately 0.03 seconds at the end of the song but still seems to be the most plausible option.,,,Bluebird,"June 26, 1994",
Adventureland,Jungle Cruise Queue v.2,,,10,I’ll Be Seeing You,"Julie Dawn, Carroll Gibbons, Savoy Hotel Orpheans",We'll Meet Again: The Love Songs of World War II,,Radio news plays directly after this track.,,,Smithsonian Records,"June 26, 1994",
